name,lat,lng,,,,,,,,,,,,,
HK Jewels Patiala,30.340000,76.379997,,,,,,,,,,,,,
HK Jewels Lucknow,26.8139516,80.9077973,,,,,,,,,,,,, 
HK Jewels Bhubaneswar,20.296059,85.824539,,,,,,,,,,,,,
HK Jewels Udupi,13.340881,74.742142,,,,,,,,,,,,, 
HK Jewels Bhopal,23.259933,77.412613,,,,,,,,,,,,,
HK Jewels Raipur,21.250000,81.629997,,,,,,,,,,,,,

